"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Crecimiento de la población rural (% anual)","SP.RUR.TOTL.ZG","","2.26768767295149","1.4620568845254","0.859207557821673","0.610247597996929","0.603009772733883","0.631028128165433","0.620086416464489","0.605851435344078","0.640151669632926","0.598371743080467","0.659549592938422","0.716119064362811","0.674084116329914","0.512624043183279","0.236994619997045","-0.0767114187539106","-0.334213739789227","-0.409259209274085","-0.185051278351207","0.238820140754945","0.799749950203642","1.31119023047861","1.44023651787906","1.01297724052188","0.346054368221479","-0.574207233140432","-1.26586017820832","-1.21610939055228","-0.0329847943090171","1.85002825034353","3.92792544900209","6.05898198078059","6.86587105648408","6.45795644588025","5.41212230739491","4.32994828855184","3.44676384416543","2.9047915317652","2.73783160737096","2.83644562722567","2.91279764493556","2.91611960941192","2.78422872496805","2.43546943989521","1.95589137975976","1.45830291622837","1.045454369474","0.783999928377262","0.730874704010687","0.846565902454824","0.58733020479266","0.472862723200836","0.525060872146678","0.502019303377453","0.423733024213462","0.354821994520845","0.293331532245364","0.250744004865576","0.198477294480101","0.159829549208162","0.101425789133017",
"","AFE","Crecimiento de la población rural (% anual)","SP.RUR.TOTL.ZG","","2.25157748652805","2.28435931638514","2.29373826895618","2.29983188882576","2.31189238460487","2.32045807051126","2.33459416436823","2.35093835055808","2.37182776960599","2.4276133141657","2.45230399192558","2.46542076331421","2.49229117961715","2.52135680780728","2.51626369780537","2.50993765871652","2.50263743621659","2.49639863673541","2.5443942450654","2.59156688569217","2.58244006229718","2.57144303125747","2.53197217412158","2.48273687759897","2.4393188937581","2.40179080192343","2.39462777233952","2.35911092793629","2.31466759905021","2.21452701436056","2.2010650197839","2.12550524373172","2.10692129874874","2.19512973459526","2.20895074045021","2.19971287311709","2.19871852293613","2.21458674285464","2.2150428279637","2.20428618067959","2.17183002021495","2.14693017185523","2.15455011261025","2.16364045467796","2.15607172307861","2.18987365728265","2.30653891002351","2.09967099792917","2.09851383080863","2.08955403317925","2.07749513914759","2.10719678548","2.09227639229148","2.06293507441579","2.02851525932617","1.99189789210408","1.95420709771183","1.91088373921275","1.86351745291056","1.81306695061296","1.76157533567356",
"Afganistán","AFG","Crecimiento de la población rural (% anual)","SP.RUR.TOTL.ZG","","1.58906532190551","1.64552626598083","1.69970015063687","1.74792245213958","1.79530224512629","1.80524086879904","1.81204017682998","1.86458887242634","1.98311642538215","2.12111377948112","2.23640403964461","2.27140535443809","2.20248848191808","2.00817652677106","1.71326056641562","1.47873249180957","1.23085287817522","0.746847739426184","-0.0308326515546999","-1.06379247549695","-2.0706615480011","-2.92336931734887","-3.43966359154775","-3.44956381691691","-2.98170824939211","-2.51243106420965","-1.96153944841517","-0.746061225304664","2.02230482158319","4.36410855649184","6.78714600151332","8.43300412027425","8.67766777247934","7.5451645562096","5.76950821274226","3.9045826770891","2.52019699391631","1.83217688182503","2.05385511400112","2.85705682635731","3.78595418256763","4.37844537365094","4.54992780156833","4.13206137366795","3.42041973959495","2.72625675609419","2.22626630451498","1.99868206731663","2.12535268972467","2.47293690092518","2.86604729998423","3.12845563059823","3.21334127842774","3.07223322687255","2.79022137474985","2.48904096341876","2.24061472421549","2.05600971851725","1.96484214583977","1.93678944009595","1.91332458580508",
"","AFW","Crecimiento de la población rural (% anual)","SP.RUR.TOTL.ZG","","1.62746106765776","1.65795601213168","1.67218028040081","1.67934250090296","1.68098897091132","1.7255613354594","1.73197713794006","1.74361504307812","1.7627808487818","1.80264612239836","1.74820533564157","1.76222322773864","1.78921142538286","1.82090124231162","1.85749300988995","1.88017561455489","1.96475973381069","1.98963616360182","2.11425539584988","2.11246213876164","1.93998488247971","1.92095392694949","1.90794080658385","1.87292311329352","1.80809122580636","1.80785064882225","1.81005536512764","1.81380057539108","1.81740802509583","1.78585526898888","2.00237758804822","2.07030223970534","2.06776722146897","2.06698315763607","2.06287186799557","2.06456560981485","2.01160815371007","1.99681268582697","1.97650551000071","1.96800589256279","1.74808900903531","1.72990002002436","1.70815365779733","1.70091681573072","1.70345231209042","1.70335764636187","1.71234508585351","1.71177918087059","1.69653481125087","1.66996513357778","1.6505100718648","1.63111590705212","1.62043147830499","1.60576286618385","1.58986655092556","1.57605501332611","1.55753844936166","1.53633753538023","1.51098774303493","1.48212082164187","1.45295075730887",
"Angola","AGO","Crecimiento de la población rural (% anual)","SP.RUR.TOTL.ZG","","0.986781776278128","0.927113055188496","0.782274289248765","0.481680654941275","0.110022413894987","-0.342473833808938","-0.667217028462358","-0.611593980314511","-0.0395422446785195","0.871787802975343","1.73232441651701","2.40038950005298","2.86814116281325","2.90329673973123","2.66839102362692","2.37564696052284","2.17786230599791","2.03490393949077","1.99044246905016","2.00342630650566","2.00799668408584","1.96434412812023","1.90605946904381","1.82565344386551","1.73692485165044","1.64068253675697","1.54201736079222","1.42476679415695","1.29779845384126","1.15531422316891","1.01337505133791","0.876152938561292","0.761075022488368","0.647487328666183","1.14460530667812","1.08358593600191","1.03649103023927","0.988014374485799","0.953068995799747","0.921039702886541","0.894311728784202","0.863021969038768","0.856673276912696","0.870027548800109","0.906610847853287","1.86796692762772","1.90717644032449","1.90989493407563","1.88482405238829","1.82622748637208","1.76432636731329","1.70521587711144","1.63872821484832","1.56028283148803","1.50174428807543","1.43635402152184","1.37876441159101","1.33773771293477","1.3016764857377","1.28407907063163","1.26327124035453",
"Albania","ALB","Crecimiento de la población rural (% anual)","SP.RUR.TOTL.ZG","","2.77679398065811","2.95238700701782","2.85083972016764","2.77613847049535","2.64938239469357","2.52976700260186","2.52533516074207","2.73753512498796","2.74721951954648","2.26996120169129","2.13983333018741","2.20955217382869","2.07632286168583","2.00867987746856","2.01029140715629","1.91648939914779","1.91923357385295","1.78078641542264","1.69214460363597","1.65319575065065","1.60668400349639","1.71385076124842","1.71678268801394","1.69821226344098","1.6470989564151","1.52107891748421","1.58007445313437","1.46797406946239","2.26583938976456","1.37526465141005","-1.03156934757058","-1.47753457852037","-1.49047717449012","-1.51014621526351","-1.52539340708669","-1.54573700405918","-1.55824565877709","-1.57769190463825","-1.5942338726569","-1.61439403235174","-2.13681795867861","-2.16908875661279","-2.2897486212441","-2.38200097203728","-2.51895262176947","-2.68683345130323","-2.86073390854208","-2.92157841933936","-2.86739570289843","-2.7432914932117","-2.56111169299469","-2.50885449397691","-2.5248646488424","-2.55658540421134","-2.63858844271517","-2.50593818481915","-2.43282532196503","-2.57812110197857","-2.74606661163753","-2.87800331245244","-3.21480421093383",
"Andorra","AND","Crecimiento de la población rural (% anual)","SP.RUR.TOTL.ZG","","0.679666361704562","0.16029925954563","-0.356570176330487","-0.824968810728612","-1.32332212995459","-1.76735086174974","-2.23504467564879","-2.7145761551451","-2.97110386532749","-3.20730177331291","-3.3350494813424","-3.69481310804968","-3.97553772187716","-4.55162708106283","-5.20211847508785","-5.83915523332788","-6.28786499377194","-6.55581735821774","-6.42305919588486","-6.19802200276012","-5.82689081239758","-5.59826347509366","-5.55698511548108","-5.53332627583679","-5.67208728134977","0.738351300797711","7.18393910160736","7.06175672139534","7.00555708430735","6.89433039635825","7.29176139137701","7.51673186821015","7.18612850707437","6.44340879486089","5.53581287926098","4.44517625708338","3.57429554396982","3.38483506861304","3.97546408823229","5.20026381684518","7.30732811753138","9.01994361417655","9.44558439984093","9.15594234875338","8.29617817428335","7.46671624607497","6.83466679103451","4.21966149074522","1.54958443390477","0.829439038488031","-0.0105904156837112","-0.754800798240844","-1.20237626757766","-1.11866493755898","-0.723449390093282","-0.0660283946075395","0.439368017882964","0.7534020459476","0.834105469614623","0.720162192402506","0.587326158395181",
"El mundo árabe","ARB","Crecimiento de la población rural (% anual)","SP.RUR.TOTL.ZG","","1.62641180956354","1.62347100500308","1.59352648317142","1.5578552122463","1.50252140992907","1.58608614341856","1.77736691941577","1.75112950617672","1.69772397357573","1.62456923644837","1.58171904094395","1.49937896463861","1.5281291285381","1.7382762994863","1.93729089063923","2.13403899485091","2.31817843829161","2.39210046201023","2.38013564523034","2.2718920695153","2.16194334394642","2.08707461728319","1.9642373904888","1.82511097105666","1.81500872529259","1.76945348247695","1.83523367006437","1.93304925572295","1.9814417148377","2.54092785795672","1.92680709137993","1.85598813232986","1.92155045810142","2.05175430665028","2.08799063291561","1.9735078325064","1.81778776140531","1.67403991565105","1.62590874173416","1.6157968143866","1.58659312998867","1.58368495686516","1.56075703907578","1.56764349482899","1.49413774787972","1.48792611343278","1.7876997939571","1.47170846125337","1.43985366442554","1.37984123958965","1.50477659829093","1.55469085520912","1.50308588425334","1.4612163896125","1.27710385309676","1.26003151053462","1.2290131445978","1.21941902629985","1.22734217765559","1.24412286565637","1.26534281505583",
"Emiratos Árabes Unidos","ARE","Crecimiento de la población rural (% anual)","SP.RUR.TOTL.ZG","","5.29211386290361","7.20089984399167","7.51241866495517","6.30854351655172","4.66013263638884","2.95154678112712","2.3199695150822","4.71514522904319","10.631698292568","14.3779840570664","16.8198239334861","17.6332586244004","17.5904176391049","16.9371229867933","15.9513124571893","14.6293161717861","13.1968207742124","11.7429033721629","9.87754661790644","7.9696151099368","7.42971829618188","7.15152857598704","6.43448508585544","6.30842813555073","6.53451450206062","6.59338308242993","6.54455510627444","6.61562778700982","6.57362335499792","6.47865684192656","6.46586061370107","6.49248041501887","6.37729495373416","6.11395069621751","5.81297323726585","4.20195552920805","2.98615805400273","3.06276307796033","3.17249430314863","3.37825926025","3.09880166360878","3.04027818469343","4.32515261841123","6.99697884515745","9.83963061286535","12.224517511244","12.9924072695173","11.742681319599","8.88460636187703","5.5423136727754","2.40219146516065","0.03909858093265","-1.48633363972232","-1.91407399517165","-1.53836762972781","-0.998866611947797","-0.697502993966262","-0.508618351412188","-0.562259722952852","-0.760485959754477","-0.94417424416148",
"Argentina","ARG","Crecimiento de la población rural (% anual)","SP.RUR.TOTL.ZG","","-0.698463904423771","-0.556197196823052","-0.596034507912885","-0.641330300773785","-0.67306063293664","-0.723025296082803","-0.753734622054014","-0.774848527449138","-0.759543904310981","-0.743525019363611","-0.535576581325041","-0.4523600039913","-0.447274940878286","-0.476139723363691","-0.518186162539583","-0.577692000197475","-0.610523990223283","-0.639305438126318","-0.629593324806399","-0.607793143694916","-0.948908189303516","-1.11267359548101","-1.10441363365919","-1.1282700938542","-1.15036871400626","-1.17311084115313","-1.2035929107713","-1.25166883050827","-1.29722554316006","-1.35750988043978","-1.27699629489244","-0.351016162575862","-0.393992119617825","-0.447491628971264","-0.479627672603983","-0.527776046999377","-0.557033251640356","-0.587629484366331","-0.618476456319263","-0.634114597046414","-0.645200308904681","-0.627175705294828","-0.620034704772782","-0.646011398456999","-0.664499364401251","-0.69434119334613","-0.709501028965398","-0.72439764731213","-0.715167533627052","-0.959654050967754","-0.399747599889796","-0.327704530158683","-0.332978802729149","-0.374035541874903","-0.393992378745193","-0.412892628615815","-0.43067305139086","-0.461530370218559","-0.506115918707072","-0.539581529777376","-0.559558889997761",
